"","Set_ID","Name","Year","Theme","Theme_Group","Subtheme","Category","Packaging","Num_Instructions","Availability","Pieces","Minifigures","Owned","Rating","USD_MSRP","Total_Quantity","Current_Price"
"4089","3607-1","Police Action",2002,"Explore","Pre-school","Together","Normal","{Not specified}",0,"{Not specified}",7,1,39,0,NA,0,NA
"4090","3608-1","Playground",2002,"Explore","Pre-school","Together","Normal","{Not specified}",0,"{Not specified}",19,4,25,0,NA,0,NA
"4091","3609-1","Beach House",2002,"Explore","Pre-school","Together","Normal","{Not specified}",0,"{Not specified}",8,1,34,0,NA,0,NA
"4092","3610-1","Campsite",2002,"Explore","Pre-school","Together","Normal","{Not specified}",0,"{Not specified}",8,1,57,0,NA,0,NA
"4093","3611-1","Road Worker Truck",2002,"Explore","Pre-school","Together","Normal","{Not specified}",0,"{Not specified}",13,1,52,0,NA,0,NA
"4094","3612-1","Wild Animals",2002,"Explore","Pre-school","Logic","Normal","{Not specified}",0,"{Not specified}",33,2,34,0,NA,0,NA
"4095","3613-1","Fire Rescue",2002,"Explore","Pre-school","Logic","Normal","{Not specified}",0,"{Not specified}",20,2,37,0,NA,0,NA
"4096","3614-1","Racing",2002,"Explore","Pre-school","Logic","Normal","{Not specified}",0,"{Not specified}",33,3,33,0,NA,0,NA
"4097","3615-2","Theatre Stories",2002,"Explore","Pre-school","Imagination","Normal","{Not specified}",0,"{Not specified}",45,5,102,0,NA,0,NA
"4098","3616-1","On the Move Police Station",2002,"Explore","Pre-school","Being Me","Normal","{Not specified}",0,"{Not specified}",14,3,60,0,NA,0,NA
"4099","3617-1","On the Move Hospital",2002,"Explore","Pre-school","Being Me","Normal","{Not specified}",0,"{Not specified}",16,3,40,0,NA,0,NA
"4100","3618-1","Family Farm",2002,"Explore","Pre-school","Logic","Normal","{Not specified}",0,"{Not specified}",53,3,64,0,NA,0,NA
"4101","3619-1","Traffic Town",2002,"Explore","Pre-school","Together","Normal","{Not specified}",0,"{Not specified}",75,7,43,0,NA,0,NA
"4102","3620-1","Playhouse",2002,"Explore","Pre-school","Together","Normal","{Not specified}",0,"{Not specified}",82,4,37,0,NA,0,NA
"4103","3621-1","Polar Animals",2002,"Explore","Pre-school","Logic","Normal","{Not specified}",0,"{Not specified}",29,2,41,0,NA,0,NA
"4104","3650-1","Stack 'n' Learn First Rollabout",2002,"Explore","Pre-school","Being Me","Normal","{Not specified}",0,"{Not specified}",6,1,46,0,NA,0,NA
"4105","3651-1","Stack 'n' Learn Friends",2002,"Explore","Pre-school","Being Me","Normal","{Not specified}",0,"{Not specified}",10,2,34,0,NA,0,NA
"4106","3652-1","Lady Bird Collection",2002,"Explore","Pre-school","Being Me","Normal","{Not specified}",0,"{Not specified}",17,0,32,0,NA,0,NA
"4107","3739-1","Blacksmith Shop",2002,"Castle","Historical","My Own Creation","Normal","Box",1,"LEGO exclusive",619,2,1181,4.7,NA,1,400
"4108","3806-1","Gigamesh G60",2002,"Spybotics","Technical",NA,"Normal","{Not specified}",0,"{Not specified}",244,0,462,0,NA,0,NA
"4109","3807-1","Snaptrax S45",2002,"Spybotics","Technical",NA,"Normal","{Not specified}",0,"{Not specified}",202,0,395,0,NA,1,73.2444
"4110","3808-1","Shadowstrike S70",2002,"Spybotics","Technical",NA,"Normal","{Not specified}",0,"{Not specified}",235,0,364,0,NA,0,NA
"4111","3809-1","Technojaw T55",2002,"Spybotics","Technical",NA,"Normal","{Not specified}",0,"{Not specified}",260,0,371,0,NA,0,NA
"4112","3928-1","Sandy Moondust Astrobot Minifigure",2002,"Promotional","Miscellaneous","Minifigure","Normal","Polybag",0,"Promotional",5,1,124,0,NA,1,50
"4113","3929-1","Biff Starling Astrobot Minifigure",2002,"Promotional","Miscellaneous","Minifigure","Normal","Polybag",0,"Promotional",5,1,148,0,NA,2,30
"4114","4040-1","Nick",2002,"Galidor","Licensed",NA,"Normal","Polybag",0,"{Not specified}",3,0,287,1.7,NA,2,1.99
"4115","4042-1","Jens",2002,"Galidor","Licensed",NA,"Normal","Polybag",0,"{Not specified}",4,0,324,0,NA,4,3.75
"4116","4043-1","Gorm",2002,"Galidor","Licensed",NA,"Normal","Polybag",0,"{Not specified}",4,0,292,1.5,NA,7,4
"4117","4044-1","Euripides",2002,"Galidor","Licensed",NA,"Normal","Polybag",0,"{Not specified}",3,0,274,0,NA,4,4.5
"4118","4045-1","Nepol",2002,"Galidor","Licensed",NA,"Normal","Polybag",0,"{Not specified}",3,0,287,0,NA,1,3
"4119","4080-1","Brick Bucket Small",2002,"Explore","Pre-school","Imagination","Normal","{Not specified}",0,"{Not specified}",45,0,72,0,NA,0,NA
"4120","4081-1","Brick Bucket Small",2002,"Explore","Pre-school","Imagination","Normal","{Not specified}",0,"{Not specified}",45,0,26,0,NA,0,NA
"4121","4082-1","Brick Bucket Small",2002,"Explore","Pre-school","Imagination","Normal","{Not specified}",0,"{Not specified}",45,0,23,0,NA,0,NA
"4122","4083-1","Brick Bucket Small",2002,"Explore","Pre-school","Imagination","Normal","{Not specified}",0,"{Not specified}",45,0,17,0,NA,0,NA
"4123","4084-1","Brick Bucket Small",2002,"Explore","Pre-school","Imagination","Normal","{Not specified}",0,"{Not specified}",45,0,34,0,NA,0,NA
"4124","4085-1","Brick Bucket Large",2002,"Explore","Pre-school","Imagination","Normal","{Not specified}",0,"{Not specified}",90,0,68,0,NA,0,NA
"4125","4087-1","Basic Flexible Bucket, Large",2002,"Explore","Pre-school","Imagination","Normal","{Not specified}",0,"{Not specified}",90,0,20,0,NA,0,NA
"4126","4088-1","Clown Bucket",2002,"Explore","Pre-school","Imagination","Normal","Bucket",0,"{Not specified}",90,0,13,0,NA,0,NA
"4127","4089-1","Orange Bucket XL",2002,"Explore","Pre-school","Imagination","Normal","Bucket",0,"{Not specified}",90,0,16,0,NA,0,NA
"4128","4103-1","Creator Bucket",2002,"Creator","Model making","Bucket","Normal","Bucket",1,"Retail",200,0,294,0,NA,0,NA
"4129","4104-1","Creator Bucket",2002,"Creator","Model making","Bucket","Normal","Bucket",0,"Retail",200,0,255,0,NA,0,NA
"4130","4105-1","Creator Bucket",2002,"Creator","Model making","Bucket","Normal","Bucket",0,"Retail",500,0,513,0,NA,0,NA
"4131","4106-1","Creator Bucket",2002,"Creator","Model making","Bucket","Normal","Bucket",0,"Retail",500,0,161,0,NA,0,NA
"4132","4107-1","Build Your Dreams",2002,"Creator","Model making","Bucket","Normal","Tub",0,"Retail",1000,0,474,0,NA,0,NA
"4133","4108-1","Road Plates, Junction",2002,"Town","Modern day","Accessories","Normal","Shrink-wrapped",0,"Retail",2,0,458,0,NA,0,NA
"4134","4109-1","Road Plates, Curved",2002,"Town","Modern day","Accessories","Normal","Shrink-wrapped",0,"Retail",2,0,525,0,6.99,0,NA
"4135","4110-1","Road Plates, Straight",2002,"Town","Modern day","Accessories","Normal","Shrink-wrapped",0,"Retail",2,0,524,0,NA,0,NA
"4136","4111-1","Road Plates, Cross",2002,"Town","Modern day","Accessories","Normal","Shrink-wrapped",0,"Retail",2,0,413,0,NA,0,NA
"4137","4179-1","Creator Box Set",2002,"Creator","Model making",NA,"Normal","Box",0,"Retail",500,0,84,0,NA,0,NA
"4138","4180-1","Animals",2002,"Explore","Pre-school","Imagination","Normal","Box",0,"{Not specified}",90,0,12,0,NA,0,NA
"4139","4294-1","Helicopter",2002,"Basic","Basic",NA,"Normal","{Not specified}",0,"Promotional (Airline)",16,0,49,0,NA,0,NA
"4140","4297-1","Lightning Streak",2002,"Racers","Racing","Drome Racers","Normal","Box",0,"Promotional",20,1,273,0,NA,0,NA
"4141","4298-1","Blue Power",2002,"Racers","Racing","Drome Racers","Normal","Box",0,"Promotional",24,1,286,0,NA,0,NA
"4142","4299-1","Nesquik Bunny Racer",2002,"Racers","Racing","Drome Racers","Normal","Polybag",0,"Promotional",18,1,192,0,NA,7,35
"4143","4340-1","Story Builder Starter Set - Jungle Jam",2002,"Explore","Pre-school","Imagination","Normal","{Not specified}",0,"{Not specified}",10,0,16,0,NA,0,NA
"4144","4341-1","Story Builder - Farmyard Fun",2002,"Explore","Pre-school","Imagination","Normal","{Not specified}",0,"{Not specified}",9,0,20,0,NA,0,NA
"4145","4342-1","Storybuilder - Crazy Castle",2002,"Explore","Pre-school","Imagination","Normal","{Not specified}",0,"{Not specified}",9,0,15,0,NA,0,NA
"4146","4343-1","Storybuilder - Pink Palace Magic",2002,"Explore","Pre-school","Imagination","Normal","{Not specified}",0,"{Not specified}",9,0,13,0,NA,0,NA
"4147","4344-1","Storybuilder - Meet the Dinosaurs",2002,"Explore","Pre-school","Imagination","Normal","{Not specified}",0,"{Not specified}",9,0,11,0,NA,0,NA
"4148","4345-1","Storybuilder - Happy Home",2002,"Explore","Pre-school","Imagination","Normal","{Not specified}",0,"{Not specified}",9,0,11,0,NA,0,NA
"4149","4443-1","Defender 1",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",4,1,144,0,NA,0,NA
"4150","4444-1","Defender 2",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",4,1,141,0,NA,0,NA
"4151","4445-1","Mid Fielder 1",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",4,1,142,0,NA,0,NA
"4152","4446-1","Forward 1",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",4,1,139,0,NA,0,NA
"4153","4447-1","Forward 2",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",4,1,131,0,NA,1,16.99
"4154","4448-1","Defender 3",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",4,1,131,0,NA,0,NA
"4155","4449-1","Defender 4",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",4,1,132,0,NA,0,NA
"4156","4450-1","Mid Fielder 2",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",4,1,135,0,NA,1,9.95
"4157","4451-1","Forward 3",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",4,1,139,0,NA,0,NA
"4158","4452-1","Forward 4",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",4,1,134,0,NA,0,NA
"4159","4453-1","Goal Keeper",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",4,1,137,0,NA,0,NA
"4160","4454-1","Referee",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",6,1,145,0,NA,0,NA
"4161","4455-1","Hotdog Girl",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",6,1,151,0,NA,1,10
"4162","4456-1","Doctor",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",5,1,139,0,NA,2,10
"4163","4457-1","TV Cameraman",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",4,1,136,0,NA,0,NA
"4164","4458-1","TV Camera",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",11,0,125,0,NA,3,3.99
"4165","4459-1","PK Kicker",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",4,0,109,0,NA,1,2.99
"4166","4460-1","Goal",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",7,0,133,0,NA,1,2.99
"4167","4461-1","Bench",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",7,0,115,0,NA,1,6
"4168","4462-1","Hotdog Trolley",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",19,0,134,0,NA,2,6.24
"4169","4463-1","Light",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",16,0,127,0,NA,3,2.99
"4170","4464-1","Bottle Case",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",8,0,132,0,NA,0,NA
"4171","4465-1","Vending Machine",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",7,0,132,0,NA,1,13
"4172","4466-1","Sign Board",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",4,0,120,0,NA,0,NA
"4173","4467-1","Stretcher",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",3,0,138,0,NA,0,NA
"4174","4468-1","Stand",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",9,0,129,0,NA,0,NA
"4175","4469-1","Drinks' Stand",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",9,0,117,0,NA,3,4.99
"4176","4470-1","Ball",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",2,0,140,0,NA,0,NA
"4177","4471-1","Secret Set A",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",4,1,105,0,NA,0,NA
"4178","4472-1","Secret Set B",2002,"Sports","Modern day","Football","Normal","Polybag",0,"Promotional",4,1,96,0,NA,0,NA
"4179","4524-1","Holiday Calendar",2002,"Creator","Model making","Seasonal","Normal","Box",0,"Retail - limited",231,0,165,0,NA,0,NA
"4180","4534-1","LEGO Express",2002,"Trains","Modern day","9V","Normal","Box",3,"Retail - limited",456,0,292,0,NA,0,NA
"4181","4535-1","LEGO Express Deluxe",2002,"Trains","Modern day","9V","Normal","Box",3,"Retail - limited",762,0,362,0,NA,0,NA
"4182","4582-1","Red Bullet",2002,"Racers","Racing","Drome Racers","Normal","Box",1,"Retail",29,1,1734,3.5,NA,0,NA
"4183","4583-1","Maverick Storm",2002,"Racers","Racing","Drome Racers","Normal","Box",1,"Retail",38,1,1569,3.5,NA,1,7.5
"4184","4584-1","Hot Scorcher",2002,"Racers","Racing","Drome Racers","Normal","Box",1,"Retail",57,1,1342,4,NA,0,NA
"4185","4585-1","Nitro Pulverizer",2002,"Racers","Racing","Drome Racers","Normal","Box",1,"Retail",60,1,1908,3.7,NA,0,NA
"4186","4586-1","Stunt Race Track",2002,"Racers","Racing","Drome Racers","Normal","Box",1,"Retail",168,1,688,0,NA,0,NA
"4187","4587-1","Duel Racers",2002,"Racers","Racing","Drome Racers","Normal","Box",1,"Retail",195,2,342,0,NA,0,NA
"4188","4588-1","Off-Road Race Track",2002,"Racers","Racing","Drome Racers","Normal","Box",1,"Retail",359,2,651,0,NA,0,NA
"4189","4589-1","RC Nitro Flash",2002,"Racers","Racing","Drome Racers","Normal","Box",1,"Retail",136,1,321,0,NA,0,NA
"4190","4590-1","Flash Turbo",2002,"Racers","Racing","Drome Racers","Normal","Box",1,"Retail",26,1,974,0,NA,0,NA
"4191","4591-1","Star Strike",2002,"Racers","Racing","Drome Racers","Normal","Box",0,"Retail",28,1,938,3.2,NA,1,6.6861
"4192","4592-1","Red Monster",2002,"Racers","Racing","Drome Racers","Normal","Box",1,"Retail",25,1,958,0,NA,0,NA
"4193","4593-1","Zero Hurricane and Red Blizzard",2002,"Racers","Racing","Drome Racers","Normal","Box",1,"Retail",70,2,1102,0,NA,0,NA
"4194","4594-1","Maverick Sprinter & Hot Arrow",2002,"Racers","Racing","Drome Racers","Normal","Box",1,"Retail",66,2,1125,3.5,NA,0,NA
"4195","4595-1","Zero Tornado & Hot Rock",2002,"Racers","Racing","Drome Racers","Normal","Box",1,"Retail",71,2,316,0,NA,0,NA
"4196","4596-1","Storming Cobra",2002,"Racers","Racing","Drome Racers","Normal","Box",1,"Retail",89,1,195,0,NA,0,NA
"4197","4612-1","Super Glider",2002,"Jack Stone","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",7,1,491,0,NA,0,NA
"4198","4613-1","Turbo Chopper",2002,"Jack Stone","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",13,1,444,0,NA,0,NA
"4199","4614-1","Ultralight Flyer",2002,"Jack Stone","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",12,1,422,0,NA,0,NA
"4200","4615-1","Red Recon Flyer",2002,"Jack Stone","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",20,1,766,0,NA,0,NA
"4201","4616-1","Rapid Response Tanker",2002,"Jack Stone","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",34,1,446,0,NA,0,NA
"4202","4617-1","Dual Turbo Prop",2002,"Jack Stone","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",28,2,611,0,NA,0,NA
"4203","4618-1","Twin Rotor Cargo",2002,"Jack Stone","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",41,2,337,0,NA,0,NA
"4204","4619-1","AIR Patrol Jet",2002,"Jack Stone","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",63,2,483,0,NA,0,NA
"4205","4620-1","AIR Operations HQ",2002,"Jack Stone","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",165,5,299,0,NA,0,NA
"4206","4621-1","Red Flash Station",2002,"Jack Stone","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",32,2,352,0,NA,0,NA
"4207","4622-1","ResQ Digger",2002,"Jack Stone","Junior",NA,"Normal","{Not specified}",0,"{Not specified}",65,2,268,0,NA,0,NA
"4208","4711-1","Flying Lesson",2002,"Harry Potter","Licensed","Philosopher's Stone","Normal","Box",1,"Retail",23,2,4738,3.3,NA,1,54.688
"4209","4712-1","Troll on the Loose",2002,"Harry Potter","Licensed","Philosopher's Stone","Normal","Box",1,"Retail",71,2,5151,3.5,NA,3,105.301
"4210","4714-1","Gringott's bank",2002,"Harry Potter","Licensed","Philosopher's Stone","Normal","Box",1,"Retail",250,4,3494,3.7,NA,4,115
"4211","4726-1","Quidditch Practice",2002,"Harry Potter","Licensed","Chamber of Secrets","Normal","Box",2,"Retail",128,3,4354,3.6,NA,2,60
"4212","4727-1","Aragog in the Dark Forest",2002,"Harry Potter","Licensed","Chamber of Secrets","Normal","Box",1,"Retail",178,2,4192,3.4,NA,0,NA
"4213","4728-1","Escape from Privet Drive",2002,"Harry Potter","Licensed","Chamber of Secrets","Normal","Box",1,"Retail",278,3,4094,4.2,NA,0,NA
"4214","4729-1","Dumbledore's Office",2002,"Harry Potter","Licensed","Chamber of Secrets","Normal","Box",1,"Retail",446,3,4567,4.2,NA,2,119.99
"4215","4730-1","The Chamber of Secrets",2002,"Harry Potter","Licensed","Chamber of Secrets","Normal","Box",1,"Retail",591,5,4063,4.2,NA,1,19.99
"4216","4731-1","Dobby's Release",2002,"Harry Potter","Licensed","Chamber of Secrets","Normal","Box",1,"Retail",70,2,4484,3.4,NA,4,38.13
"4217","4733-1","The Dueling Club",2002,"Harry Potter","Licensed","Chamber of Secrets","Normal","Box",1,"Retail",129,4,3761,3.7,NA,2,35
"4218","4735-1","Slytherin",2002,"Harry Potter","Licensed","Chamber of Secrets","Normal","Box",1,"Retail",90,3,3790,3.7,NA,0,NA
"4219","4788-1","Ogel Mutant Ray",2002,"Alpha Team","Action/Adventure","Mission Deep Sea","Normal","Box",1,"Retail - limited",68,2,762,0,NA,0,NA
"4220","4789-1","Alpha Team Aquatic Mech",2002,"Alpha Team","Action/Adventure","Mission Deep Sea","Normal","Box",1,"Retail - limited",162,1,649,0,NA,0,NA
"4221","4790-1","Alpha Team Robot Diver",2002,"Alpha Team","Action/Adventure","Mission Deep Sea","Normal","Box",1,"Retail",32,1,2835,3.7,NA,0,NA
"4222","4791-1","Alpha Team Sub-Surface Scooter",2002,"Alpha Team","Action/Adventure","Mission Deep Sea","Normal","Box",1,"Retail",42,1,1844,3.4,NA,0,NA
"4223","4792-1","Alpha Team Navigator and ROV",2002,"Alpha Team","Action/Adventure","Mission Deep Sea","Normal","Box",1,"Retail",111,1,2242,4,NA,0,NA
"4224","4793-1","Ogel Shark Sub",2002,"Alpha Team","Action/Adventure","Mission Deep Sea","Normal","Box",1,"Retail",115,3,1688,3.8,NA,0,NA
"4225","4794-1","Alpha Team Command Sub",2002,"Alpha Team","Action/Adventure","Mission Deep Sea","Normal","Box",1,"Retail",189,2,1458,3.6,NA,4,55
"4226","4795-1","Ogel Underwater Base and AT Sub",2002,"Alpha Team","Action/Adventure","Mission Deep Sea","Normal","Box",1,"Retail",468,4,1136,4.2,NA,0,NA
"4227","4796-1","Ogel Mutant Squid",2002,"Alpha Team","Action/Adventure","Mission Deep Sea","Normal","Box",1,"Retail",62,1,2143,3.8,NA,1,31.5
"4228","4797-1","Ogel Mutant Killer Whale",2002,"Alpha Team","Action/Adventure","Mission Deep Sea","Normal","Box",0,"Retail",57,1,1573,3.5,NA,0,NA
"4229","4798-1","Evil Ogel Attack",2002,"Alpha Team","Action/Adventure","Mission Deep Sea","Normal","Box",1,"Retail - limited",20,1,975,3.2,NA,1,7.99
"4230","4799-1","Ogel Drone Octopus",2002,"Alpha Team","Action/Adventure","Mission Deep Sea","Normal","Box",0,"Retail - limited",17,1,1041,3.1,NA,1,13
"4231","4800-1","AT Jet Sub",2002,"Alpha Team","Action/Adventure","Mission Deep Sea","Normal","Box",1,"Retail - limited",21,1,907,0,NA,1,10
"4232","5420-1","Soft Frog Rattle",2002,"Explore","Pre-school","Being Me","Normal","{Not specified}",0,"{Not specified}",1,0,33,0,NA,0,NA
"4233","5421-1","Star Teether",2002,"Explore","Pre-school","Being Me","Normal","{Not specified}",0,"{Not specified}",1,0,44,0,NA,0,NA
"4234","5422-1","Caterpillar Teether",2002,"Explore","Pre-school","Being Me","Normal","{Not specified}",0,"{Not specified}",1,0,29,0,NA,0,NA
"4235","5423-1","Crib and Mirror Adventure",2002,"Explore","Pre-school","Being Me","Normal","{Not specified}",0,"{Not specified}",2,0,23,0,NA,0,NA
"4236","5424-1","Take Along Friend",2002,"Explore","Pre-school","Being Me","Normal","{Not specified}",0,"{Not specified}",1,1,20,0,NA,0,NA
"4237","5425-1","Soft Stacking Hen",2002,"Explore","Pre-school","Being Me","Normal","{Not specified}",0,"{Not specified}",5,0,26,0,NA,0,NA
"4238","5426-1","Shape and Colour Sorter",2002,"Explore","Pre-school","Being Me","Normal","{Not specified}",0,"{Not specified}",9,0,33,0,NA,0,NA
"4239","5427-1","Light and Sound Stacker",2002,"Explore","Pre-school","Being Me","Normal","{Not specified}",0,"{Not specified}",10,0,27,0,NA,0,NA
"4240","5428-1","Musical Apple",2002,"Explore","Pre-school","Being Me","Normal","{Not specified}",0,"{Not specified}",1,0,30,0,NA,0,NA
"4241","5429-1","Play Plane",2002,"Explore","Pre-school","Being Me","Normal","{Not specified}",0,"{Not specified}",1,1,60,0,NA,0,NA
"4242","5430-1","Squirt Frog",2002,"Explore","Pre-school","Being Me","Normal","{Not specified}",0,"{Not specified}",1,0,38,0,NA,0,NA
"4243","5431-1","Roll 'n' Play",2002,"Explore","Pre-school","Being Me","Normal","{Not specified}",0,"{Not specified}",1,0,42,0,NA,0,NA
"4244","5432-1","Bendy Caterpillar",2002,"Explore","Pre-school","Being Me","Normal","{Not specified}",0,"{Not specified}",3,0,54,0,NA,0,NA
"4245","5433-1","Stacking Tower",2002,"Explore","Pre-school","Being Me","Normal","{Not specified}",0,"{Not specified}",5,0,34,0,NA,0,NA
"4246","5434-1","LEGO Baby Stack 'n' Learn",2002,"Explore","Pre-school","Being Me","Normal","{Not specified}",0,"{Not specified}",36,2,28,0,NA,0,NA
"4247","5438-1","Ladybird rattle",2002,"Explore","Pre-school",NA,"Normal","Polybag",0,"{Not specified}",1,0,21,0,NA,0,NA
"4248","5836-1","Beautiful Baby Princess",2002,"Belville","Girls",NA,"Normal","{Not specified}",0,"{Not specified}",23,1,196,0,NA,0,NA
"4249","5837-1","Flora's Bubbling Bath",2002,"Belville","Girls",NA,"Normal","{Not specified}",0,"{Not specified}",31,1,163,0,NA,0,NA
"4250","5838-1","The Wicked Madam Frost",2002,"Belville","Girls",NA,"Normal","{Not specified}",0,"{Not specified}",38,1,202,0,NA,0,NA
"4251","5842-1","Vanilla's Frosty Sleighride",2002,"Belville","Girls",NA,"Normal","{Not specified}",0,"{Not specified}",36,1,128,0,NA,0,NA
"4252","5843-1","Queen Rose and the Little Prince Charming",2002,"Belville","Girls",NA,"Normal","{Not specified}",0,"{Not specified}",71,2,101,0,NA,0,NA
"4253","5850-1","The Royal Crystal Palace",2002,"Belville","Girls",NA,"Normal","{Not specified}",1,"{Not specified}",149,3,186,0,NA,0,NA
"4254","5871-1","Riding Stables",2002,"Belville","Girls",NA,"Normal","{Not specified}",1,"{Not specified}",148,3,67,0,NA,0,NA
"4255","5923-1","Western Picture Frame",2002,"Miscellaneous","Miscellaneous","Photo frames","Normal","{Not specified}",0,"{Not specified}",138,2,36,0,NA,NA,NA
"4256","5924-1","Castle Picture Frame",2002,"Miscellaneous","Miscellaneous","Photo frames","Normal","{Not specified}",0,"{Not specified}",105,1,32,0,NA,NA,NA
"4257","5927-1","Racers Picture Frame",2002,"Miscellaneous","Miscellaneous","Photo frames","Normal","{Not specified}",0,"{Not specified}",136,0,31,0,NA,NA,NA
"4258","5991-1","Boy on Snowscooter",2002,"Explore","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",2,0,8,0,NA,NA,NA
"4259","5993-1","Truck",2002,"Explore","Pre-school",NA,"Normal","{Not specified}",0,"{Not specified}",3,0,17,0,NA,0,NA
"4260","6636-1","Command Post Central",2002,"Town","Modern day","Police","Normal","Box",7,"LEGO exclusive",273,7,440,0,NA,0,NA
"4261","6731-1","Skateboarding Pepper",2002,"Island Xtreme Stunts","Racing",NA,"Normal","Box",1,"Retail",11,1,1082,3.6,NA,0,NA
"4262","6732-1","Brickster's Trike",2002,"Island Xtreme Stunts","Racing",NA,"Normal","Box",1,"Retail",16,1,913,3.2,NA,1,15
"4263","6733-1","Snap's Cruiser",2002,"Island Xtreme Stunts","Racing",NA,"Normal","Box",1,"Retail",19,1,969,0,NA,1,9.99
"4264","6734-1","Beach Cruisers",2002,"Island Xtreme Stunts","Racing",NA,"Normal","Box",1,"Retail",53,2,1514,3.6,NA,0,NA
"4265","6735-1","Air Chase",2002,"Island Xtreme Stunts","Racing",NA,"Normal","Box",1,"Retail",85,2,1345,3.7,NA,1,17.5
"4266","6736-1","Beach Lookout",2002,"Island Xtreme Stunts","Racing",NA,"Normal","Box",1,"Retail",87,2,1451,3.9,NA,0,NA
"4267","6737-1","Wake Rider",2002,"Island Xtreme Stunts","Racing",NA,"Normal","Box",1,"Retail",93,2,1146,3.7,NA,0,NA
"4268","6738-1","Skateboard Challenge",2002,"Island Xtreme Stunts","Racing",NA,"Normal","Box",1,"Retail",108,3,1559,4.2,NA,0,NA
"4269","6739-1","Truck & Stunt Trikes",2002,"Island Xtreme Stunts","Racing",NA,"Normal","Box",1,"Retail",199,3,945,3.5,NA,0,NA
"4270","6740-1","Xtreme Tower",2002,"Island Xtreme Stunts","Racing",NA,"Normal","Box",1,"Retail",330,6,974,4,NA,0,NA
"4271","6762-1","Fort Legoredo",2002,"Western","Historical","Cowboys","Normal","Box",1,"LEGO exclusive",673,10,1343,4.5,NA,2,800
"4272","6763-1","Rapid River Village",2002,"Western","Historical","Indians","Normal","Box",1,"LEGO exclusive",343,7,789,0,NA,0,NA
"4273","6764-1","Sheriff's Lock-Up",2002,"Western","Historical","Cowboys","Normal","Box",1,"LEGO exclusive",171,4,1020,4.1,NA,0,NA
"4274","7103-1","Jedi Duel",2002,"Star Wars","Licensed","Episode II","Normal","Box",1,"Retail",82,2,8120,3.9,NA,3,170
"4275","7113-1","Tusken Raider Encounter",2002,"Star Wars","Licensed","Episode II","Normal","Box",1,"Retail",93,3,8355,3.9,NA,5,105
"4276","7119-1","Twin-Pod Cloud Car",2002,"Star Wars","Licensed","Episode V","Normal","Box",1,"Retail",118,1,8017,3.6,NA,6,56.87
"4277","7133-1","Bounty Hunter Pursuit",2002,"Star Wars","Licensed","Episode II","Normal","Box",1,"Retail",259,3,6730,4.2,NA,3,475
"4278","7139-1","Ewok Attack",2002,"Star Wars","Licensed","Episode VI","Normal","Box",1,"Retail",121,4,7512,3.9,NA,2,60
"4279","7142-1","X-wing Fighter",2002,"Star Wars","Licensed","Episode IV","Normal","Box",1,"Retail",267,4,2100,4.1,NA,2,249.99
